Plot__name,Plot__url,Plot__Price,Plot__Beds,Property__Age,Build__Area,Plot__Area,Plot__Location,Plot__DESC
"5 Bedroom House for sale in Palkulangara, Trivandrum",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-palkulangara-trivandrum-1600-sq-ft-r1-spid-Y71900212,12000000.0,5.0,2.699092361698412,1600.0,2614.0,59,"House for selling. Only two year old. Only small car can be parked(Like alto,climber). Built with red bricks. 2.8 kms away from trivandrum international airport. 2.7 kms away from trivandrum central railway station 1.8 kms away from padmanabhaswamy temple. Total 6 cents"
"3 Bedroom House for sale in Pidaram, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-pidaram-trivandrum-3049-sq-ft-spid-P73761359,5600000.0,3.0,6.612163333896998,1400.0,3049.0,69,"2 floor, 3bhk, east facing house (1400 sq ft)in 7cent. Hospital facility in 1.5 km. Super market, local market, petrol pump, schools all within 2 kms. Bus stop in 300 mtrs."
"4 Bedroom House for sale in tollmukku junction, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-trivandrum-2250-sq-ft-spid-X73358423,8800000.0,4.0,0.40999661947923643,2250.0,4356.0,6,"2250 sqft,10 cent,4bhk house,4 bedroom with attached bathroom,750 m from tollmukku junction, 4 km from attinghal town,lorry site."
"2 Bedroom House for sale in Karyavattom, Trivandrum",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-karyavattom-trivandrum-1150-sq-ft-spid-M73182927,5500000.0,2.0,6.570719167425869,1150.0,2287.0,28,"Two stories house at mangattukonam, 3.5 km from karyavattom, 2 km from chenkottukonam, 1.5 km from st. Thomas public school. House in 5.25 cents fully constructed with redbrick and lorry access site"
"3 Bedroom House for sale in Gandhipuram, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-gandhipuram-trivandrum-1675-sq-ft-spid-J72273536,8500000.0,3.0,0.45039545470667297,1675.0,2178.0,14,"3bhk house for sale @gandhipuram, sreekariyam. 5 cent and 1675 sq. Ft. New house with red bricks and guaranteed construction with water, electricity connections, water well facility as well. 2.5 km from sreekariyam. (Brokers excuse please)."
"3 Bedroom House for sale in Chirayinkeezhu, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-chirayinkeezhu-trivandrum-4574-sq-ft-spid-A70062498,6800000.0,3.0,6.975314429775177,1550.0,4573.0,11,"We are proud owners of house/villa available for sale in chirayinkeezhu,anathalavattom trivandrum. Available at price of 68 lakhs. It has plot area of 10.5 cents with 1550 sq ft house. It has 3 bhk, 3 bathroom, 1 balcony.It is a freehold.Lake side and road side property.Near temple and railway station"
"4 Bedroom House for sale in Malayinkeezh, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-malayinkeezh-trivandrum-3600-sq-ft-spid-W69800474,9500000.0,4.0,0.6281905570662941,2000.0,3600.0,42,"9 cent,2000sq.Feet building.6 plus car parking.Silent area.Plenty of water.Lorry access.Calm area.Best suited for residential purpose and for shooting serials etc.Fast developing area.Tvpm central 13.5km.Malyankeehu 2 km."
"3 Bedroom House for sale in Varkala, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-varkala-trivandrum-2614-sq-ft-spid-Y67733846,5900000.0,3.0,7.798060713447919,1450.0,2613.0,15,House / flat in first floor for sale in varkala
"3 Bedroom House for sale in Parottukonam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-parottukonam-trivandrum-1300-sq-ft-r5-spid-R54492934,13000000.0,3.0,9.203907197622366,1300.0,2178.0,62,"5 cents land, roadside property with cellar floor house of 1000 sqft, for sale @ plot 21, tilak nagar, parottukonam. (Parattukonam to kariyam rd), trivandrum."
"4 Bedroom House for sale in Kakkamoola, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-trivandrum-2000-sq-ft-r6-spid-R43410971,6800000.0,4.0,0.6419841867555133,2000.0,2613.0,17,"Independent home easily accessible quality construction, branded fittings & fixtures, ready to move in Constructed for own use selling as owner has settled elsewhere Vellayini fresh water lake is just about 500 meters from this property All amenities near by - School, hospital, market Pollution free location. The property is easily accessible from both kakkamoola jn and vellayini lake side road"
"3 Bedroom House for sale in Parottukonam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-parottukonam-trivandrum-1000-sq-ft-spid-P65497460,13000000.0,3.0,7.459654030253441,1000.0,2178.0,62,"5 cents land, roadside property with cellar floor house of 1000 sqft, for sale @ plot 21, tilak nagar, parottukonam. (Parattukonam to kariyam rd), trivandrum."
"3 Bedroom House for sale in Moongod, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-trivandrum-4792-sq-ft-r2-spid-J59748108,4800000.0,3.0,9.418045256800331,1100.0,4791.0,49,"Sale of 11cent land with 3 bhk house of 1100 sq ft.. Built on chudu katta & floor is vitrified tile, ready to occupy. Contact for any query (Owner). House situvated at moongod to manali root, road side. Just 500 meter from moongod junction."
"4 Bedroom House for sale in Kazhakuttam, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kazhakuttam-trivandrum-2200-sq-ft-spid-T76791083,9000000.0,4.0,0.0,2200.0,2613.0,32,600m from mc road. 1 km from kinfra. 5 km from technopark.
"4 Bedroom House for sale in Vettamukku, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vettamukku-trivandrum-3000-sq-ft-spid-M76362011,26500000.0,4.0,0.5630557056459593,3000.0,5000.0,94,"Brand new posh house for sale in trivandrum Location - Vettamukku, Near ptp nagar Land area"
"4 Bedroom House for sale in Kazhakootam, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kazhakootam-trivandrum-2000-sq-ft-spid-W76916961,14800000.0,4.0,2.690037944880547,2000.0,4000.0,32,6.25 cent 2000 sqft 4 bhk house Red bricks house 500 meters from main road
"3 Bedroom House for sale in Kariavattom, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kariavattom-trivandrum-1835-sq-ft-spid-J76819845,8200000.0,3.0,0.5737789863899816,1835.0,2600.0,25,4.1 cent 1835 sqft 3 bhk house Wardrobes done in all bedroom 400 meters from pullanivila junction
"3 Bedroom House for sale in Kariavattom, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kariavattom-trivandrum-1742-sq-ft-spid-A76041169,8000000.0,3.0,0.59106153344391,1450.0,1742.0,25,"1450 sqft villas for sale in kariyavattom, chenkottukonam."
"4 Bedroom House for sale in Kazhakuttam, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kazhakuttam-trivandrum-5227-sq-ft-spid-Z76540097,16000000.0,4.0,6.85419786940809,2850.0,5227.0,32,2850sqft red brick house just 100m away from national highway.
"3 Bedroom House for sale in Kazhakootam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kazhakootam-trivandrum-1950-sq-ft-r1-spid-E75619833,15500000.0,3.0,0.7110055117352714,1950.0,2613.0,32,"The perfect combination of comfort and style, specifically designed to suit your requirements and conveniences in 6 cents of land. This eco-Friendly villa is just a stones throw away from all the urban conveniences."
"3 Bedroom House for sale in Menamkulam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-menamkulam-trivandrum-1830-sq-ft-spid-O76290525,7500000.0,3.0,0.6592304315711673,1400.0,1829.0,48,"4.2 cents with 1400sqft house for sale in menamkulam,kazhakootom."
"3 Bedroom House for sale in Mangalapuram, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-icloudhomes-under-the-blue-sky-mangalapuram-trivandrum-1750-sq-ft-spid-S77096437,17900000.0,3.0,3.377621137616007,1750.0,1850.0,43,"Villa for sale near technopark Land area : 4.24 cent 3 bhk, 1750 sqft Fully furnished"
"4 Bedroom House for sale in Chanthavila, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-chanthavila-trivandrum-1850-sq-ft-spid-S76864853,8500000.0,4.0,0.4500089866092579,1850.0,1960.0,8,This property is situated very close to chanthavila kinfra it park with a walking distance of 1 km. 4kms to technopark. 4.5 cents of land 1850sqft house with 4 bedrooms attached. Borewell water. In a residential area. Neighborhood already occupied. Price is negotiable.
"4 Bedroom House for sale in Mannanthala, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-mannanthala-trivandrum-2100-sq-ft-spid-I76498669,13500000.0,4.0,0.6566117203891525,2100.0,1742.0,45,Architect designed posh new house for sale. St thomas school is on walkable distance only. Hardly 100 mtrs from the main road as well as bus route. Completely red bricks construction.All electric and sanitary fittings pertaining to branded companies only.4 cents square land. Appx 2100 sq fts.Two storeyed beautiful house.Four bed rooms ( All att) and a beautiful home theatre.
"3 Bedroom House for sale in Thachottukavu, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-thachottukavu-trivandrum-1400-sq-ft-spid-D77041661,4200000.0,3.0,0.46118214629090437,1400.0,1740.0,82,"This project is located at moongodu, near thachottukavu."
"3 Bedroom House for sale in Mannanthala, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-mannanthala-trivandrum-1960-sq-ft-spid-M77041463,9000000.0,3.0,0.0,1600.0,1960.0,5,"It is an independent house located in an good residential area near aruviyode, mannanthala. The house is under construction now and will be ready by 2025 january."
"3 Bedroom House for sale in Kazhakootam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kazhakootam-trivandrum-5-sq-ft-spid-G76517109,9600000.0,3.0,0.3514403281122533,2200.0,2222.0,32,3 bhk 2200 sqft villa 5.1 cents Semi furnished
"5 Bedroom House for sale in Pothencode, Trivandrum",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-pothencode-trivandrum-2500-sq-ft-spid-S76288301,10000000.0,5.0,0.4555180624990154,2500.0,2744.0,71,"6 .3 cent 2500 sqft villa Pothencode and kattaikonam Ready to move We have 20 villas for sale in kattaikonam And chenkottukonam ,pothencode and chanthavila"
"4 Bedroom House for sale in Pothencode, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-pothencode-trivandrum-2100-sq-ft-spid-E77102389,7500000.0,4.0,0.5236118873290657,2100.0,4000.0,71,5.350 cent 2100 sqft 4 bedroom 12 x 13 ft bedroom 16 x 12 ft living room 4 bathroom 2 car parking West facing 200 meters from main road
"4 Bedroom House for sale in Pothencode, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-pothencode-trivandrum-1800-sq-ft-spid-C77102381,7000000.0,4.0,0.38758376199543026,1800.0,3000.0,71,5 cent 1800 sqft 4 bedroom 12 x 13 ft bedroom 16 x 12 ft living room 4 bathroom 3 car parking East facing Smart switches 100 meters from main road
"4 Bedroom House for sale in Pothencode, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-pothencode-trivandrum-1900-sq-ft-spid-X77102367,7500000.0,4.0,0.6202648204820977,1900.0,4500.0,71,5.5 cent 1900 sqft 4 bedroom 12 x 13 ft bedroom 16 x 12 ft living room 4 bathroom 3 car parking East facing Smart switches 100 meters from main road
"3 Bedroom House for sale in Pothencode, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-pothencode-trivandrum-1520-sq-ft-r1-spid-H75618725,6000000.0,3.0,0.5675396163291022,1520.0,6000.0,71,5.75 cent 1519 sqft 3 bhk Modular kitchen 3 bathroom Well water 400 meters from main road 10 kms from technopark 5 kms from technocity Location : Pothencode Price : 60 lakhs
"4 Bedroom House for sale in Chanthavila, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-chanthavila-trivandrum-1700-sq-ft-r2-spid-E74036243,8500000.0,4.0,0.5693429752224588,1700.0,2500.0,8,4.25 cent 1700 sqft 4 bhk Modular kitchen 4 bathroom Well water 600 meters from main road Location : Chanthavila
"3 Bedroom House for sale in Chanthavila, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-chanthavila-trivandrum-1800-sq-ft-r1-spid-K75769483,8800000.0,3.0,0.5924108590422199,1800.0,2500.0,8,5 cent 1800 sqft 3 bhk Open well Sanitary items are fully jaquar Foundation done in pillar and beam All branded materials used 200 meters from chanthavila bypass main very near to st thomas school and college 350 meters from bus stop
"4 Bedroom House for sale in Chanthavila, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-chanthavila-trivandrum-1500-sq-ft-r1-spid-V75711211,6800000.0,4.0,0.5559941168706026,1500.0,2200.0,8,3.9 cent 1500 sqft 4 bhk 12 x 11 feet bedrooms 4 bathroom Semi furnished Modular kitchen Well water 300 km meters from main road
"4 Bedroom House for sale in Kattaikonam, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kattaikonam-trivandrum-2000-sq-ft-r1-spid-Q75945195,8600000.0,4.0,0.37542220999667986,2000.0,5500.0,29,5.5 cent 2000 sqft 4 bedroom Red bricks house 2 car parking East facing 12 x 13 feet bedrooms 400 meters from the main road
"5 Bedroom House for sale in Vazhuthacaud, Trivandrum",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-vazhuthacaud-trivandrum-4300-sq-ft-r1-spid-U75842725,45000000.0,5.0,0.4787453825327789,4300.0,6500.0,91,10 cent 4300 sqft 5 bhk Redbrick house New house
"3 Bedroom House for sale in Pothencode, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-pothencode-trivandrum-1600-sq-ft-r1-spid-H75629493,6900000.0,3.0,0.6302739742872491,1600.0,2500.0,71,4.1 cent 1600 sqft 3 bedroom 2 car parking East facing
"3 Bedroom House for sale in Chenkottukonam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-chenkottukonam-trivandrum-1400-sq-ft-r1-spid-J75752271,7500000.0,3.0,0.4367892233312032,1400.0,2200.0,10,3.25 cent 1400 sqft 3 bhk Column pillar construction Team wood used with mrf polish 12 x 11 feet bedrooms 3 bathroom Semi furnished Jaguar sanitary ware used Kwa water available 600 meters from main road
"4 Bedroom House for sale in Kattaikonam, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kattaikonam-trivandrum-1750-sq-ft-r1-spid-C75945377,8000000.0,4.0,0.4907568946408723,1750.0,4500.0,29,4.5 cent 1750 sqft 4 bedroom 2 car parking East facing 12 x 11 feet bedrooms 400 meters from the main road
"3 Bedroom House for sale in Kariavattom, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kariavattom-trivandrum-1900-sq-ft-r1-spid-E75974983,8000000.0,3.0,0.5488181104404775,1900.0,2500.0,25,4.5 cent 1900 sqft 3 bhk house Wardrobes done in all bedroom 300 meters from main road
"3 Bedroom House for sale in Pothencode, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-pothencode-trivandrum-1450-sq-ft-spid-R76981497,5700000.0,3.0,0.481785603788992,1450.0,2500.0,71,4.6 cent 1450 sqft 3 bhk 800 meters from main road. Modular kitchen done. Car porch available. 4 kms from technocity. 12 kms from technopark. Easy access to main road. All branded materials used for construction. Already families living nearby. Private compound with more than 10 villas already constructed and families living.
"3 Bedroom House for sale in Vattiyoorkavu, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vattiyoorkavu-trivandrum-1960-sq-ft-spid-E77001315,7300000.0,3.0,0.4157480794568591,1600.0,1960.0,89,Vattiyoorkkavu vellaikkadavu 4.5 cents 1600sqf 3 bhk 2 car parking new house at 73 lakhs only
"4 Bedroom House for sale in Vattiyoorkavu, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vattiyoorkavu-trivandrum-2505-sq-ft-spid-U76914303,11000000.0,4.0,3.1722359751452465,2000.0,2504.0,89,Vattiyoorkavu 5.75 cents 2000 sqf 4 bhk all attached 2 kitchen 2 work area used for two separate family or single 3 years old house with 3 car parking at 110 lakhs only
"5 Bedroom House for sale in Pettah, Trivandrum",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-pettah-trivandrum-3136-sq-ft-spid-U76735725,18500000.0,5.0,7.000302920585271,2780.0,3136.0,67,"Pettah palkulangara 2 storey building in 7.2 cents,construction completed in 2014.Ground floor 3bhk, 1st floor 2bhk,tiled floors,area 2780 sq.Ft.Pipeline gas in both floors.Car porch,sun roof at 1.85 crore."
"3 Bedroom House for sale in Vattiyoorkkavu, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-trivandrum-2178-sq-ft-spid-F76735639,8500000.0,3.0,0.546415765418623,1650.0,2178.0,89,Vattiyoorkkavu kulasekharam 5 cent 1650 sqf 3 bhk 4 years old house at 85 lakhs only
"3 Bedroom House for sale in Vattiyoorkkavu, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-trivandrum-1960-sq-ft-spid-V76735565,8500000.0,3.0,0.4933877650773775,1700.0,1960.0,89,Vattiyoorkkavu munnamude 4.5 cents 1700 sqf 3 bhk new house at 85 lakhs only
"4 Bedroom House for sale in Vattiyoorkavu, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vattiyoorkavu-trivandrum-2100-sq-ft-spid-L76047401,8600000.0,4.0,7.76484848737079,2100.0,2287.0,89,Property just opposite to polytechnic Form main road 450 meter 7 years old Redbrick 4 rooms 3 bedroom attached 1 study room 2100 sqft 5.25 cents 86 lakhs slightly negotiable
"5 Bedroom House for sale in Peroorkada, Trivandrum",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-peroorkada-trivandrum-3920-sq-ft-spid-U76222835,26500000.0,5.0,3.1360323159506787,4000.0,3920.0,66,Peroorkada 9 cent 4000 sqf 5 bhk all attached posh house with 5 or more big car parking posh house at 265 lakhs only
"3 Bedroom House for sale in Vazhayila, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vazhayila-trivandrum-1800-sq-ft-spid-W77095331,4700000.0,3.0,3.485116312073697,1800.0,1526.0,90,Id-S 207567 residential 3 cent land with 1400 sqft 3 bhk 3 bath attached house for sale at mannanthala . 350 mtr from main road. The price expected is rs.47 lac . Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site visit.
"3 Bedroom House for sale in Maruthoor, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-maruthoor-trivandrum-2000-sq-ft-spid-E77081681,10500000.0,3.0,0.600910770566105,2000.0,2071.0,47,Id-K 211235 villa 4.75 cent land with 1850 sqft 3bhk 3bath attached for sale at mannanthala maruthoor road .400 mtr from main road. The price expected is rs 1.05 cr . Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site visit.
"3 Bedroom House for sale in Parottukonam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-parottukonam-trivandrum-2500-sq-ft-spid-Q77009897,10500000.0,3.0,7.595825131922706,2500.0,2071.0,62,Id-K 210803 fully furnished 3 bhk 3 bath attached 2000 sqft house for sale at parottukonam .The price expected is rs 1.05 cr. Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site visit.
"3 Bedroom House for sale in Mukkola, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-mukkola-trivandrum-1307-sq-ft-spid-C76553899,7000000.0,3.0,3.3449170601494314,1400.0,1306.0,51,Id-K202235 residential 3 cent land with 1400 sqft 3 bhk 3 bath attached house for sale at mukkola st thomas school 400 mtr from main road. Lorry site .The price expected is rs 70 lac . Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site visit.
"4 Bedroom House for sale in Paruthippara, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-paruthippara-trivandrum-2178-sq-ft-spid-D76551751,13000000.0,4.0,0.6270932730511156,2250.0,2396.0,63,Id-K199760 brand new 5.5 cent 2250 sqft 4 bhk 4 bath attached house for sale at paruthipara pananvila. The price expected is rs. 1 30 cr . Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site.
"3 Bedroom House for sale in Kuravankonam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kuravankonam-trivandrum-1307-sq-ft-spid-D76550047,9200000.0,3.0,0.37371583014169313,1600.0,1306.0,41,Id-S209214 brand new 1600 sqft 3 bhk 3 bath attached house for sale at kuravankonam . The price expected is rs. 92 lac.Mini lorry site . Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site.
"4 Bedroom House for sale in Mukkola, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-mukkola-trivandrum-1742-sq-ft-spid-P76513605,13500000.0,4.0,0.516012692984013,1200.0,1742.0,51,Id-K209402 brand new 1200sqft 4 bhk 4 bath attached house for sale at mukkola st thomas school .The price expected is rs.1.35 cr. Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site.
"3 Bedroom House for sale in Mukkola, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-mukkola-trivandrum-1307-sq-ft-spid-T76235303,10000000.0,3.0,2.7849076648334306,1400.0,1524.0,46,Id-K208347 residential 3.5 cent land with 1400 sqft 3 bhk 3 bath attached house for sale at mukkola st thomas. 350 mtr from main road. The price expected is rs 1. Cr . Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site visit.
"4 Bedroom House for sale in Chanthavila, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-chanthavila-trivandrum-2200-sq-ft-spid-S76917259,9500000.0,4.0,0.355348712716263,2200.0,4000.0,8,6 cent 2200 sqft 3 bhk house Wardrobes done in all bedroom 300 meters from main road
"3 Bedroom House for sale in Kariavattom, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kariavattom-trivandrum-1650-sq-ft-spid-F76819835,7500000.0,3.0,0.6566574929581749,1650.0,2500.0,25,4 cent 1650 sqft 3 bhk house Wardrobes done in all bedroom 400 meters from pullanivila junction
"4 Bedroom House for sale in Mannanthala, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-mannanthala-trivandrum-3350-sq-ft-spid-F76379341,17500000.0,4.0,4.056281471164198,3350.0,3488.0,45,Id-K209111 furnished 8 cent land with 3300 sqft 4 bhk 2 bed ac 4 bath attached house for sale at mannanthala . East facing lorry site . 350 mtr from main road. The price expected is rs 1.75 cr . Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site visit.
"3 Bedroom House for sale in Punnakkamughal, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-punnakkamughal-trivandrum-1307-sq-ft-spid-P76468959,6000000.0,3.0,0.5791281778116684,1350.0,1306.0,77,Id-Km208923 brand new 1350 sqft 3 bhk 3 bath attached house for sale at vijayamohini mill punnakkamugal . The price expected is rs. 60 lac . Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site.
"3 Bedroom House for sale in Nalanchira, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-nalanchira-trivandrum-1744-sq-ft-spid-C77049753,9000000.0,3.0,2.458146009659107,1600.0,1744.0,53,Id-K206598 residential 4 cent land with 1600 sqft 3 bhk 3 bath attached house for sale at nalanchira .The price expected is rs 90 lac .Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site visit
"4 Bedroom House for sale in Pattom, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-pattom-trivandrum-2614-sq-ft-spid-H76632679,12000000.0,4.0,0.5226706199339832,2300.0,2613.0,64,"Brand new house for sale at muttada near pattom, trivandrum. 5.500 cents land and 2300 sqft premium quality house with 3 car parking. 1.20 cr negotiable"
"5 Bedroom House for sale in Peringammala, Trivandrum",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-peringammala-trivandrum-2000-sq-ft-spid-J76959557,6800000.0,5.0,3.18804353543264,2000.0,3049.0,65,Urgent sale price is negotiable Can park upto 3 car Peirngammala junction only 300 m
"2 Bedroom House for sale in Kazhakootam, Trivandrum",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-kazhakootam-trivandrum-1700-sq-ft-spid-C76898613,8200000.0,2.0,0.4307443154476225,1700.0,1742.0,32,"East facing luxury contemporary 1700 sq ft house just 150 meters from highway Powerful red brick construction 4 cent High residential area Top / good quality materials used Wood used : Teak and plavu Attractive interior designing Good engineering works Two car parking space Price : Rs. 82,00,000/- (Negotiable)"
"4 Bedroom House for sale in Vattiyoorkavu, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vattiyoorkavu-trivandrum-2350-sq-ft-spid-B76807433,15000000.0,4.0,10.0,2350.0,2787.0,89,Sparingly used house..In condition as new..Very close to all required amenities. Good locality residential area.
"3 Bedroom House for sale in Menamkulam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-menamkulam-trivandrum-2178-sq-ft-spid-B76795307,6000000.0,3.0,0.59748727117293,1700.0,2178.0,48,"3 bhk new independent house/villa for sale in menamkulam, trivandrum"
"2 Bedroom House for sale in Malayinkeezh, Trivandrum",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-malayinkeezh-trivandrum-850-sq-ft-spid-W76785265,3000000.0,2.0,3.0338124591950617,850.0,1306.0,42,"Malayinkeezh, 3 , kwa Biogas available"
