Plot__name,Plot__url,Plot__Price,Plot__Beds,Property__Age,Build__Area,Plot__Area,Plot__Location,Plot__DESC,Plot__Area_Cents,Price_per_sqft,Price_per_cent,Total_Area,Build_to_Plot_Ratio,House_Size_Category,Standardized_Location_Name
"3 Bedroom House for sale in Pothencode, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-pothencode-trivandrum-1600-sq-ft-r1-spid-H75629493,6900000.0,3.0,0.6302739742872491,1600.0,2500.0,71,4.1 cent 1600 sqft 3 bedroom 2 car parking East facing,5.739210284664829,2760.0,1202256.0000000002,4100.0,0.64,Medium,pothencode
"3 Bedroom House for sale in Chenkottukonam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-chenkottukonam-trivandrum-1400-sq-ft-r1-spid-J75752271,7500000.0,3.0,0.4367892233312032,1400.0,2200.0,10,3.25 cent 1400 sqft 3 bhk Column pillar construction Team wood used with mrf polish 12 x 11 feet bedrooms 3 bathroom Semi furnished Jaguar sanitary ware used Kwa water available 600 meters from main road,5.05050505050505,3409.090909090909,1485000.0,3600.0,0.6363636363636364,Medium,chenkottukonam
"4 Bedroom House for sale in Kattaikonam, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kattaikonam-trivandrum-1750-sq-ft-r1-spid-C75945377,8000000.0,4.0,0.4907568946408723,1750.0,4500.0,29,4.5 cent 1750 sqft 4 bedroom 2 car parking East facing 12 x 11 feet bedrooms 400 meters from the main road,10.330578512396693,1777.7777777777778,774400.0000000001,6250.0,0.3888888888888889,Medium,kattakkada
"3 Bedroom House for sale in Kariavattom, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kariavattom-trivandrum-1900-sq-ft-r1-spid-E75974983,8000000.0,3.0,0.5488181104404775,1900.0,2500.0,25,4.5 cent 1900 sqft 3 bhk house Wardrobes done in all bedroom 300 meters from main road,5.739210284664829,3200.0,1393920.0000000002,4400.0,0.76,Medium,karyavattom
"3 Bedroom House for sale in Pothencode, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-pothencode-trivandrum-1450-sq-ft-spid-R76981497,5700000.0,3.0,0.481785603788992,1450.0,2500.0,71,4.6 cent 1450 sqft 3 bhk 800 meters from main road. Modular kitchen done. Car porch available. 4 kms from technocity. 12 kms from technopark. Easy access to main road. All branded materials used for construction. Already families living nearby. Private compound with more than 10 villas already constructed and families living.,5.739210284664829,2280.0,993168.0000000001,3950.0,0.58,Medium,pothencode
"3 Bedroom House for sale in Vattiyoorkavu, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vattiyoorkavu-trivandrum-1960-sq-ft-spid-E77001315,7300000.0,3.0,0.4157480794568591,1600.0,1960.0,89,Vattiyoorkkavu vellaikkadavu 4.5 cents 1600sqf 3 bhk 2 car parking new house at 73 lakhs only,4.499540863177226,3724.4897959183672,1622387.755102041,3560.0,0.8163265306122449,Medium,vattiyoorkavu
"4 Bedroom House for sale in Vattiyoorkavu, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vattiyoorkavu-trivandrum-2505-sq-ft-spid-U76914303,11000000.0,4.0,3.1722359751452465,2000.0,2504.0,89,Vattiyoorkavu 5.75 cents 2000 sqf 4 bhk all attached 2 kitchen 2 work area used for two separate family or single 3 years old house with 3 car parking at 110 lakhs only,5.748393021120293,4392.97124600639,1913578.2747603836,4504.0,0.7987220447284346,Medium,vattiyoorkavu
"5 Bedroom House for sale in Pettah, Trivandrum",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-pettah-trivandrum-3136-sq-ft-spid-U76735725,18500000.0,5.0,7.000302920585271,2780.0,3136.0,67,"Pettah palkulangara 2 storey building in 7.2 cents,construction completed in 2014.Ground floor 3bhk, 1st floor 2bhk,tiled floors,area 2780 sq.Ft.Pipeline gas in both floors.Car porch,sun roof at 1.85 crore.",7.1992653810835625,5899.234693877551,2569706.6326530613,5916.0,0.8864795918367347,Large,pettah
"3 Bedroom House for sale in Vattiyoorkkavu, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-trivandrum-2178-sq-ft-spid-F76735639,8500000.0,3.0,0.546415765418623,1650.0,2178.0,89,Vattiyoorkkavu kulasekharam 5 cent 1650 sqf 3 bhk 4 years old house at 85 lakhs only,5.0,3902.6629935720844,1700000.0,3828.0,0.7575757575757576,Medium,vattiyoorkavu
"3 Bedroom House for sale in Vattiyoorkkavu, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-trivandrum-1960-sq-ft-spid-V76735565,8500000.0,3.0,0.4933877650773775,1700.0,1960.0,89,Vattiyoorkkavu munnamude 4.5 cents 1700 sqf 3 bhk new house at 85 lakhs only,4.499540863177226,4336.734693877551,1889081.6326530615,3660.0,0.8673469387755102,Medium,vattiyoorkavu
"4 Bedroom House for sale in Vattiyoorkavu, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vattiyoorkavu-trivandrum-2100-sq-ft-spid-L76047401,8600000.0,4.0,7.76484848737079,2100.0,2287.0,89,Property just opposite to polytechnic Form main road 450 meter 7 years old Redbrick 4 rooms 3 bedroom attached 1 study room 2100 sqft 5.25 cents 86 lakhs slightly negotiable,5.250229568411386,3760.384783559248,1638023.6117184085,4387.0,0.9182334936598163,Medium,vattiyoorkavu
"5 Bedroom House for sale in Peroorkada, Trivandrum",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-peroorkada-trivandrum-3920-sq-ft-spid-U76222835,26500000.0,5.0,3.1360323159506787,3920.0,3920.0,66,Peroorkada 9 cent 4000 sqf 5 bhk all attached posh house with 5 or more big car parking posh house at 265 lakhs only,8.999081726354452,6760.2040816326535,2944744.897959184,7840.0,1.0,Large,peroorkada
"3 Bedroom House for sale in Vazhayila, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vazhayila-trivandrum-1800-sq-ft-spid-W77095331,4700000.0,3.0,3.485116312073697,1526.0,1526.0,90,Id-S 207567 residential 3 cent land with 1400 sqft 3 bhk 3 bath attached house for sale at mannanthala . 350 mtr from main road. The price expected is rs.47 lac . Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site visit.,3.503213957759412,3079.9475753604193,1341625.1638269988,3052.0,1.0,Medium,vazhayila
"3 Bedroom House for sale in Maruthoor, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-maruthoor-trivandrum-2000-sq-ft-spid-E77081681,10500000.0,3.0,0.600910770566105,2000.0,2071.0,47,Id-K 211235 villa 4.75 cent land with 1850 sqft 3bhk 3bath attached for sale at mannanthala maruthoor road .400 mtr from main road. The price expected is rs 1.05 cr . Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site visit.,4.754361799816345,5070.014485755673,2208498.3099951716,4071.0,0.9657170449058425,Medium,maruthoor
"3 Bedroom House for sale in Parottukonam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-parottukonam-trivandrum-2500-sq-ft-spid-Q77009897,10500000.0,3.0,7.595825131922706,2071.0,2071.0,62,Id-K 210803 fully furnished 3 bhk 3 bath attached 2000 sqft house for sale at parottukonam .The price expected is rs 1.05 cr. Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site visit.,4.754361799816345,5070.014485755673,2208498.3099951716,4142.0,1.0,Medium,parottukonam
"3 Bedroom House for sale in Mukkola, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-mukkola-trivandrum-1307-sq-ft-spid-C76553899,7000000.0,3.0,3.344917060149432,1306.0,1306.0,51,Id-K202235 residential 3 cent land with 1400 sqft 3 bhk 3 bath attached house for sale at mukkola st thomas school 400 mtr from main road. Lorry site .The price expected is rs 70 lac . Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site visit.,2.998163452708907,5359.8774885145485,2334762.6339969374,2612.0,1.0,Medium,mukkola
"4 Bedroom House for sale in Paruthippara, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-paruthippara-trivandrum-2178-sq-ft-spid-D76551751,13000000.0,4.0,0.6270932730511156,2250.0,2396.0,63,Id-K199760 brand new 5.5 cent 2250 sqft 4 bhk 4 bath attached house for sale at paruthipara pananvila. The price expected is rs. 1 30 cr . Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site.,5.500459136822773,5425.709515859767,2363439.0651085144,4646.0,0.9390651085141903,Medium,paruthippara
"3 Bedroom House for sale in Kuravankonam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kuravankonam-trivandrum-1307-sq-ft-spid-D76550047,9200000.0,3.0,0.3737158301416931,1306.0,1306.0,41,Id-S209214 brand new 1600 sqft 3 bhk 3 bath attached house for sale at kuravankonam . The price expected is rs. 92 lac.Mini lorry site . Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site.,2.998163452708907,7044.410413476264,3068545.1761102607,2612.0,1.0,Medium,kuravankonam
"4 Bedroom House for sale in Mukkola, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-mukkola-trivandrum-1742-sq-ft-spid-P76513605,13500000.0,4.0,0.516012692984013,1200.0,1742.0,51,Id-K209402 brand new 1200sqft 4 bhk 4 bath attached house for sale at mukkola st thomas school .The price expected is rs.1.35 cr. Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site.,3.9990817263544534,7749.7129735935705,3375774.9712973596,2942.0,0.6888633754305397,Medium,mukkola
"3 Bedroom House for sale in Mukkola, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-mukkola-trivandrum-1307-sq-ft-spid-T76235303,10000000.0,3.0,2.7849076648334306,1400.0,1524.0,46,Id-K208347 residential 3.5 cent land with 1400 sqft 3 bhk 3 bath attached house for sale at mukkola st thomas. 350 mtr from main road. The price expected is rs 1. Cr . Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site visit.,3.49862258953168,6561.679790026246,2858267.716535433,2924.0,0.9186351706036745,Medium,mukkola
"4 Bedroom House for sale in Chanthavila, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-chanthavila-trivandrum-2200-sq-ft-spid-S76917259,9500000.0,4.0,0.355348712716263,2200.0,4000.0,8,6 cent 2200 sqft 3 bhk house Wardrobes done in all bedroom 300 meters from main road,9.182736455463727,2375.0,1034550.0000000001,6200.0,0.55,Medium,chanthavila
"3 Bedroom House for sale in Kariavattom, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kariavattom-trivandrum-1650-sq-ft-spid-F76819835,7500000.0,3.0,0.6566574929581749,1650.0,2500.0,25,4 cent 1650 sqft 3 bhk house Wardrobes done in all bedroom 400 meters from pullanivila junction,5.739210284664829,3000.0,1306800.0000000002,4150.0,0.66,Medium,karyavattom
"4 Bedroom House for sale in Mannanthala, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-mannanthala-trivandrum-3350-sq-ft-spid-F76379341,17500000.0,4.0,4.056281471164198,3350.0,3488.0,45,Id-K209111 furnished 8 cent land with 3300 sqft 4 bhk 2 bed ac 4 bath attached house for sale at mannanthala . East facing lorry site . 350 mtr from main road. The price expected is rs 1.75 cr . Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site visit.,8.007346189164371,5017.201834862385,2185493.119266055,6838.0,0.9604357798165137,Medium,mannanthala
"3 Bedroom House for sale in Punnakkamughal, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-punnakkamughal-trivandrum-1307-sq-ft-spid-P76468959,6000000.0,3.0,0.5791281778116684,1306.0,1306.0,77,Id-Km208923 brand new 1350 sqft 3 bhk 3 bath attached house for sale at vijayamohini mill punnakkamugal . The price expected is rs. 60 lac . Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site.,2.998163452708907,4594.180704441042,2001225.1148545176,2612.0,1.0,Medium,punnamoodu
"3 Bedroom House for sale in Nalanchira, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-nalanchira-trivandrum-1744-sq-ft-spid-C77049753,9000000.0,3.0,2.458146009659107,1600.0,1744.0,53,Id-K206598 residential 4 cent land with 1600 sqft 3 bhk 3 bath attached house for sale at nalanchira .The price expected is rs 90 lac .Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site visit,4.003673094582186,5160.5504587155965,2247935.779816514,3344.0,0.9174311926605505,Medium,nalanchira
"4 Bedroom House for sale in Pattom, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-pattom-trivandrum-2614-sq-ft-spid-H76632679,12000000.0,4.0,0.5226706199339832,2300.0,2613.0,64,"Brand new house for sale at muttada near pattom, trivandrum. 5.500 cents land and 2300 sqft premium quality house with 3 car parking. 1.20 cr negotiable",5.9986225895316805,4592.422502870264,2000459.242250287,4913.0,0.880214313050134,Medium,pattom
"5 Bedroom House for sale in Peringammala, Trivandrum",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-peringammala-trivandrum-2000-sq-ft-spid-J76959557,6800000.0,5.0,3.18804353543264,2000.0,3049.0,65,Urgent sale price is negotiable Can park upto 3 car Peirngammala junction only 300 m,6.999540863177226,2230.239422761561,971492.2925549361,5049.0,0.6559527714004592,Large,peringammala
"2 Bedroom House for sale in Kazhakootam, Trivandrum",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-kazhakootam-trivandrum-1700-sq-ft-spid-C76898613,8200000.0,2.0,0.4307443154476225,1700.0,1742.0,32,"East facing luxury contemporary 1700 sq ft house just 150 meters from highway Powerful red brick construction 4 cent High residential area Top / good quality materials used Wood used : Teak and plavu Attractive interior designing Good engineering works Two car parking space Price : Rs. 82,00,000/- (Negotiable)",3.9990817263544534,4707.23306544202,2050470.7233065444,3442.0,0.9758897818599311,Small,kazhakkoottam
"4 Bedroom House for sale in Vattiyoorkavu, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vattiyoorkavu-trivandrum-2350-sq-ft-spid-B76807433,15000000.0,4.0,10.0,2350.0,2787.0,89,Sparingly used house..In condition as new..Very close to all required amenities. Good locality residential area.,6.398071625344352,5382.1313240043055,2344456.404736276,5137.0,0.843200574094008,Medium,vattiyoorkavu
"3 Bedroom House for sale in Menamkulam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-menamkulam-trivandrum-2178-sq-ft-spid-B76795307,6000000.0,3.0,0.59748727117293,1700.0,2178.0,48,"3 bhk new independent house/villa for sale in menamkulam, trivandrum",5.0,2754.8209366391184,1200000.0,3878.0,0.7805325987144169,Medium,menamkulam
"2 Bedroom House for sale in Malayinkeezh, Trivandrum",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-malayinkeezh-trivandrum-850-sq-ft-spid-W76785265,3000000.0,2.0,3.0338124591950617,850.0,1306.0,42,"Malayinkeezh, 3 , kwa Biogas available",2.998163452708907,2297.090352220521,1000612.5574272588,2156.0,0.6508422664624809,Small,malayinkeezh
"4 Bedroom House for sale in Poojappura, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-poojappura-trivandrum-3158-sq-ft-spid-C76784759,15000000.0,4.0,8.781163344087862,2900.0,3158.0,70,Poojappura 300 mts from main road 7.25 cent 2900sqf 4 bhk all attached 12 years old posh house with 3 carparking at 150 lakhs only,7.249770431588613,4749.8416719442685,2069031.0322989235,6058.0,0.9183027232425586,Medium,poojappura
"3 Bedroom House for sale in Kowdiar, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kowdiar-trivandrum-1851-sq-ft-spid-K76735875,6000000.0,3.0,2.6006884013114338,1600.0,1851.0,38,Kowdiar 300 meters 2-Wheeler access 4.25 cents 1600 sqf 3 bhk all attached house at 60 lakhs only,4.24931129476584,3241.4910858995136,1411993.5170178283,3451.0,0.864397622906537,Medium,kowdiar
"3 Bedroom House for sale in Kazhakootam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kazhakootam-trivandrum-1700-sq-ft-spid-E76729081,7500000.0,3.0,0.6808994712369609,1700.0,1742.0,32,"The property comes with 4 cents and 1700 sqft Semi furnished 250 m from main road Walkable distances to schools,colleges,hospitals,markets... Price-75 lakhs(Negotiable",3.9990817263544534,4305.3960964408725,1875430.5396096443,3442.0,0.9758897818599311,Medium,kazhakkoottam
"4 Bedroom House for sale in Kazhakuttam, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kazhakuttam-trivandrum-2200-sq-ft-spid-W76718517,9700000.0,4.0,0.5076400340288809,2178.0,2178.0,32,"5 cent,2200 sq, 4 bhk, work area available in both floors, well water, 2 car parking space, posh residential area,modular kitchen, near schools, hospitals, banks, just 250 m from mc road.",5.0,4453.627180899908,1940000.0,4356.0,1.0,Medium,kazhakkoottam
"2 Bedroom House for sale in Kulathoor, Trivandrum",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-kulathoor-trivandrum-1218-sq-ft-spid-K76705681,1911000.0,2.0,2.6446484565877,1218.0,2174.0,39,"Planning to buy an individual house in trivandrum. Then you should definitely check out this 2 bhk house for sale in kulathoor, a well-Planned and well-Connected locality in trivandrum. Containing 2 bedrooms, 2 bathrooms and 1 balcony, this independent house is spread over a super built up area of 2174 sq.Ft. This 2 bhk house comes attached with 1 open parking for your vehicle(s). This 1-5 years old property is available for immediate possession as the house is ready to move. It is a freehold property. The price of this spacious independent house is 19.11 lac.",4.990817263544536,879.0248390064397,382903.21987120516,3392.0,0.5602575896964122,Small,kulathoor
"5 Bedroom House for sale in Karakulam, Trivandrum",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-karakulam-trivandrum-2000-sq-ft-spid-Q76626949,7500000.0,5.0,0.6062012113368344,1800.0,2000.0,23,"Red brick house, karakulam eanikkara thiruvananthapuram. 10kmr from tvm railway station 15kmr from air port",4.591368227731864,3750.0,1633500.0000000002,3800.0,0.9,Large,karakulam
"3 Bedroom House for sale in Kazhakootam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kazhakootam-trivandrum-740520-sq-ft-spid-P76568181,7500000.0,3.0,0.5685496409636857,1633.0,1633.0,32,"3bhk, 1700 sqft , near st thomas college chanthavila",3.748852157943067,4592.774035517453,2000612.3698714024,3266.0,1.0,Medium,kazhakkoottam
"5 Bedroom House for sale in Kowdiar, Trivandrum",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-kowdiar-trivandrum-3000-sq-ft-spid-P76563885,27000000.0,5.0,0.45250630266722,2613.0,2613.0,38,"Plot area: 6 cents 5 bed with attached bathrooms Work area Servant toilet Car parking (3 cars) Other amenities: Cctv, remote controlled gate, bio gas (Price all-Inclusive) Location is 400m from ambalamukku jn. Easy access to schools, hospitals, bus stops and supermarkets",5.9986225895316805,10332.950631458094,4501033.295063145,5226.0,1.0,Large,kowdiar
"3 Bedroom House for sale in Peroorkada, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-anugraha-peroorkada-trivandrum-1750-sq-ft-spid-B76559885,9500000.0,3.0,0.5956339788068028,1750.0,2000.0,4,Peroorkada Near vazhayila 4 cent 1750 sqft 3 bhk 2 car parking Wide road frontage 247 water connection 3 phase connection Asking price 95 lakh Price negotiable. Brokers please excuses.,4.591368227731864,4750.0,2069100.0000000002,3750.0,0.875,Medium,peroorkada
"2 Bedroom House for sale in Mukkola, Trivandrum",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-mukkola-trivandrum-3485-sq-ft-spid-N76511957,7000000.0,2.0,7.874626004571674,1300.0,3484.0,51,Id-K208692 8 cent land with 1300 sqft 2 bhk 2 bath attached house for sale at mukkola maruthoor road 200 mtr from main road 1km from mukkola jn. The price expected is rs 70 lac . Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site visit.,7.998163452708907,2009.1848450057405,875200.9184845006,4784.0,0.373134328358209,Small,mukkola
"3 Bedroom House for sale in Thirumala, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-thirumala-trivandrum-1307-sq-ft-spid-V76486581,6500000.0,3.0,3.233194078155136,1524.0,1524.0,84,Id-Km209036 newl 3.5 cent land with 1710 sqft 3 bhk 3 bath attached house for sale at kundamankadavu . East facing mini lorry site . The price expected is rs 65 lac . Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site visit.,3.49862258953168,4265.09186351706,1857874.0157480317,3048.0,1.0,Medium,thirumala
"3 Bedroom House for sale in Kazhakootam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kazhakootam-trivandrum-1800-sq-ft-spid-N76479715,11000000.0,3.0,0.0,1800.0,2178.0,32,5 cent 1800 sqft 3 bhk And 5 cent 2000 sqft and 2250 sqft 4 bhk villas Prime location,5.0,5050.50505050505,2200000.0,3978.0,0.8264462809917356,Medium,kazhakkoottam
"3 Bedroom House for sale in Nemom, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-nemom-trivandrum-900-sq-ft-spid-X76410829,5200000.0,3.0,7.203453435261505,900.0,1000.0,54,"This 3 bhk house for sale in nemom, a well planned locality in trivandrum, is ideal for a family that is looking for complete peace of mind. The property's proximity to landmarks like close to school, close to hospital and close to market makes it ideal property for families. The house has over super built up area of 1000 sq.Ft. And comes with 3 bedrooms, 3 bathrooms . Being a ready to move house, you can expect immediate possession of this 5-10 years old property. The nature of ownership of this independent house is freehold. The property is available for sale at a competitive price of 52 lac. All the modern amenities such as park will make life easier for you. Municipal corporation provides a regular supply of water to this residential house. The residential house is east-Facing. The floor of this independent house is beautifully designed using ceramic flooring, giving it an alluring look.",2.295684113865932,5200.0,2265120.0,1900.0,0.9,Medium,nemom
"3 Bedroom House for sale in Sreekariyam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sreekariyam-trivandrum-1742-sq-ft-r1-spid-J73878681,7200000.0,3.0,8.320358803472029,1690.0,1742.0,80,Location: Chempazhanthy Land area: 4 cents Built-Up area: 1690 square feet Three spacious bedrooms with attached bathrooms Redbrick and river sand construction West-Facing property Seven-Year-Old well-Maintained house Located in the corporation area with easy access to amenities,3.9990817263544534,4133.180252583237,1800413.3180252584,3432.0,0.9701492537313433,Medium,sreekariyam
"3 Bedroom House for sale in Chanthavila, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-chanthavila-trivandrum-696960-sq-ft-spid-M76316937,6800000.0,3.0,0.5955175807523126,1600.0,1742.0,8,"This newly constructed 3bhk house is available for sale in chanthavilla , trivandrum . The property is located near kazhakuttom just 300m from bypass road in a corporation road .",3.9990817263544534,3903.5591274397243,1700390.355912744,3342.0,0.9184845005740528,Medium,chanthavila
