Plot__name,Plot__url,Plot__Price,Plot__Beds,Property__Age,Build__Area,Plot__Area,Plot__Location,Plot__DESC,Plot__Area_Cents,Price_per_sqft,Price_per_cent,Total_Area,Build_to_Plot_Ratio,House_Size_Category,Standardized_Location_Name
"4 Bedroom House for sale in Kazhakootam, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kazhakootam-trivandrum-2200-sq-ft-spid-B76316417,9800000.0,4.0,0.5740702273064854,2178.0,2178.0,32,"5 mins drive from technopark back gate.1km away from junction luxury designed. Quality materials used , 3 car parking . Jaquar fittings used for all bathroom.",5.0,4499.540863177227,1960000.0,4356.0,1.0,Medium,kazhakkoottam
"3 Bedroom House for sale in Technopark Campus, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-technopark-campus-trivandrum-1400-sq-ft-spid-K76232111,5500000.0,3.0,0.5522331306893596,1400.0,1742.0,32,Situated near technopark phase 4,3.9990817263544534,3157.2904707233065,1375315.7290470724,3142.0,0.8036739380022963,Medium,techno residency mangalapuram
"4 Bedroom House for sale in Thirumala, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-thirumala-trivandrum-1742-sq-ft-spid-J76223297,8700000.0,4.0,0.496312757017036,1742.0,1742.0,84,Thirumala valiiyavila 4 cent 2100 sqf 4 bhk all attached with car parking at 87 lakhs only,3.9990817263544534,4994.259471871412,2175499.4259471875,3484.0,1.0,Medium,thirumala
"4 Bedroom House for sale in Chanthavila, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-chanthavila-trivandrum-1500-sq-ft-spid-G76190761,6000000.0,3.0,0.5228093738220749,1100.0,1306.0,8,"3 vilas available, m away from chandavila bypass road.",2.998163452708907,4594.180704441042,2001225.1148545176,2406.0,0.8422664624808576,Medium,chanthavila
"4 Bedroom House for sale in Chanthavila, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-chanthavila-trivandrum-1500-sq-ft-spid-G76190761,6600000.0,4.0,0.6202161018233441,1300.0,1633.0,8,"3 vilas available, m away from chandavila bypass road.",3.748852157943067,4041.641151255358,1760538.8854868342,2933.0,0.7960808328230251,Medium,chanthavila
"4 Bedroom House for sale in Chanthavila, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-chanthavila-trivandrum-1500-sq-ft-spid-G76190761,6900000.0,4.0,0.3619409407718773,1500.0,1742.0,8,"3 vilas available, m away from chandavila bypass road.",3.9990817263544534,3960.964408725603,1725396.0964408726,3242.0,0.8610792192881745,Medium,chanthavila
"4 Bedroom House for sale in Karakulam, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-karakulam-trivandrum-1950-sq-ft-spid-N76175669,7300000.0,4.0,0.3902254472852674,1950.0,3484.0,23,"Very new 2 floor house for sale at azhicode, trivandrum",7.998163452708907,2095.292766934558,912709.5292766935,5434.0,0.5597014925373134,Medium,karakulam
"2 Bedroom House for sale in Pothencode, Trivandrum",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-favourite-the-petals-pothencode-trivandrum-1000-sq-ft-spid-W76157513,3700000.0,2.0,3.093913485348144,1000.0,2178.0,71,2bhk house for sale 5 cent kajampara koliyacode 600m away from kazhakootam bypass,5.0,1698.8062442607898,740000.0,3178.0,0.4591368227731864,Small,pothencode
"3 Bedroom House for sale in Nettayam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-nettayam-trivandrum-2250-sq-ft-spid-I76126131,7500000.0,3.0,0.7748863394517105,2200.0,2200.0,55,Id- S207422 residential 4.17 cent land with 2200sqft 3 bhk 3 bath attached house for sale in nettayam cpt . The price expected is rs75lac . Kindly note id number for further discussion home loans available interested genuine parties may please call deeraa properties for more details and site visit.),5.05050505050505,3409.090909090909,1485000.0,4400.0,1.0,Medium,nettayam
"3 Bedroom House for sale in Kesavadasapuram, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kesavadasapuram-trivandrum-1416-sq-ft-spid-Y76117799,7900000.0,3.0,0.439061241243469,1415.0,1415.0,33,"Brand new 3bhk 1750 sqft house for sale parotukonam near kesavadasapuram, trivandrum. Price-79 lakhs",3.2483930211202936,5583.038869257951,2431971.7314487635,2830.0,1.0,Medium,kesavadasapuram
"2 Bedroom House for sale in Kaniyapuram, Trivandrum",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-kaniyapuram-trivandrum-825-sq-ft-spid-N76108047,3300000.0,2.0,0.4965308959529976,825.0,1800.0,21,2.80 cent 2 bhk 800 sqft,4.132231404958677,1833.3333333333333,798600.0000000001,2625.0,0.4583333333333333,Small,kaniyapuram
"3 Bedroom House for sale in Vattiyoorkavu, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vattiyoorkavu-trivandrum-1000-sq-ft-r2-spid-A73633753,3800000.0,3.0,8.420553976534501,1000.0,2178.0,89,House for sale 5cent property Vattiyoorkavu vellekadavu jn road side near.Bus stop bank atm petrolpumb market price negotiable east fort 8km velleyambalam 5km,5.0,1744.7199265381084,760000.0,3178.0,0.4591368227731864,Medium,vattiyoorkavu
"3 Bedroom House for sale in Peroorkada, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-peroorkada-trivandrum-1800-sq-ft-spid-I76078241,8000000.0,3.0,0.5533715742696798,1800.0,2500.0,66,5 cent 1800 sqft 3 bhk Redbrick house,5.739210284664829,3200.0,1393920.0000000002,4300.0,0.72,Medium,peroorkada
"2 Bedroom House for sale in Pettah, Trivandrum",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-pettah-trivandrum-1-sq-ft-spid-P76078165,8500000.0,2.0,7.736829514771053,1200.0,1524.0,67,"House with 1200 sqft built up area in 3.5 cent land with car parking .House is located in good residential area .Close proximity to major locations like pettah railway station,post office, trivandrum international airport,lords,kims ananthapuri hospitals and also famous govt and private schools.",3.49862258953168,5577.427821522309,2429527.5590551184,2724.0,0.7874015748031497,Small,pettah
"4 Bedroom House for sale in Karyavattom, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-karyavattom-trivandrum-2287-sq-ft-r1-spid-T75975435,9500000.0,4.0,0.0,2120.0,2286.0,28,"Karyavattom is one of trivandrum's most sought after destination for residential houses and this 4 bhk house in karyavattom is your opportunity to be a part of this community. Another plus point for the house is that it is situated near close to school, close to hospital, close to market and close to railway station. Containing 4 bedrooms, 4 bathrooms and 2 balconies, this independent house is spread over a super built up area of 5 cents. The owner of the house also gets 3 open parking slot(s) to park their car safely. This villa is currently under construction stage and you can expect to get the possession of the property within 3 months. This house is owned under freehold contract. By paying just 95 lac, you can become the proud owner of this independent house. The independent house provides access to clean water through municipal corporation and borewell/tank supply. This independent house is facing the east direction. The beautifully designed vitrified flooring enhances the beauty of this independent house.",5.24793388429752,4155.73053368329,1810236.220472441,4406.0,0.9273840769903762,Medium,karyavattom
"4 Bedroom House for sale in Satyan Nagar, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-satyan-nagar-trivandrum-5-sq-ft-spid-A76069879,11000000.0,4.0,0.4542551423214215,2000.0,2178.0,61,Contemporary 2000 sqft house for sale in Sathyan nagar pappanamcode for sale. 1.4 km From pappanamcode junction. 400 mts from bus route. 200 mts away from proposed stadium in pappanamcode. Urgent sale. Slightly negotiable for genuine buyers.,5.0,5050.50505050505,2200000.0,4178.0,0.9182736455463728,Medium,satyan nagar
"3 Bedroom House for sale in Kazhakootam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kazhakootam-trivandrum-660805-sq-ft-spid-R76060491,6400000.0,3.0,3.401623430864179,1517.0,2178.0,32,"3 bhk villa for sale in kazhakuttom, trivandrum.",5.0,2938.475665748393,1280000.0,3695.0,0.6965105601469238,Medium,kazhakkoottam
"3 Bedroom House for sale in Peyad, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-peyad-trivandrum-6-sq-ft-spid-R76059503,4700000.0,3.0,0.5669915837579954,1300.0,2613.0,68,Near carmel school peyad Star villa,5.9986225895316805,1798.6988136241869,783513.2032146958,3913.0,0.4975124378109453,Medium,peyad
"4 Bedroom House for sale in Powdikonam, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-powdikonam-trivandrum-1750-sq-ft-r1-spid-Q75994387,7700000.0,4.0,0.3890766644285826,1750.0,1890.0,73,Spacious living & dining West facing front side Private road access Corporation limit Technopark from here 7km Cet engineering college 4.5 km Green field international stadium 6 km Sabarigiri international school 2.5 km Mannathala junction 3 km Easily access from here mc road & nh 66,4.338842975206611,4074.074074074074,1774666.6666666667,3640.0,0.9259259259259259,Medium,powdikonam
"3 Bedroom House for sale in Killy, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-killy-trivandrum-1500-sq-ft-spid-F76032919,4800000.0,3.0,0.5158546515581834,1500.0,1960.0,35,4.5 cent Bedroom 3 with bath attached Balcony Sit out Car porch,4.499540863177226,2448.9795918367345,1066775.5102040817,3460.0,0.7653061224489796,Medium,killy
"4 Bedroom House for sale in Peroorkada, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-peroorkada-trivandrum-1900-sq-ft-spid-Y76013241,7300000.0,4.0,0.5525625006684125,1900.0,3484.0,7,"Very new house for sale at trivandrum azhikode. 8cent, 1900sqft.",7.998163452708907,2095.292766934558,912709.5292766935,5384.0,0.5453501722158438,Medium,peroorkada
"3 Bedroom House for sale in Kattakkada, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kattakkada-trivandrum-1000-sq-ft-r1-spid-A71439280,4500000.0,3.0,2.8215200195997694,1000.0,6098.0,31,"14 cent property along with 3bhk independent house, 2.5 km from kattakada all amenities near",13.999081726354452,737.9468678255166,321449.65562479506,7098.0,0.1639881928501148,Medium,kattakkada
"3 Bedroom House for sale in Vattiyoorkavu, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vattiyoorkavu-trivandrum-1307-sq-ft-r2-spid-S64268158,6000000.0,3.0,0.4868786874821322,1306.0,1306.0,89,Located at soorya nagar near polytechnic 250 mtrs from main road Area : 3 cents 1480 sqft 3 bed rooms(Attached) Wardrobes in bedrooms Cupboards in kitchen Vattiyoorkavu : 1.5 km Trivandrum : 8 km Price : 60 lakhs,2.998163452708907,4594.180704441042,2001225.1148545176,2612.0,1.0,Medium,vattiyoorkavu
"3 Bedroom House for sale in Sreekariyam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sreekariyam-trivandrum-5-sq-ft-spid-V75722655,8750000.0,3.0,3.316339808753648,1650.0,2178.0,80,1650 sq brand meter i used. Species room 2 car parking. Stone works.,5.0,4017.447199265381,1750000.0,3828.0,0.7575757575757576,Medium,sreekariyam
"3 Bedroom House for sale in Karyavattom, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-karyavattom-trivandrum-1873-sq-ft-spid-T75562047,7500000.0,3.0,0.3990366165736286,1800.0,1872.0,28,Property in karyavattom trivandrum for sale,4.297520661157025,4006.4102564102564,1745192.3076923077,3672.0,0.9615384615384616,Medium,karyavattom
"3 Bedroom House for sale in Karamana, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-karamana-trivandrum-1600-sq-ft-spid-Y75667835,8500000.0,3.0,0.3606327522227607,1600.0,1611.0,24,3.700cents 1600sqft new indipendent home for sale at papanam code jn to site at 800m,3.6983471074380163,5276.225946617008,2298324.022346369,3211.0,0.9931719428926132,Medium,karamana
"4 Bedroom House for sale in Anayara, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-anayara-trivandrum-1700-sq-ft-spid-M75619097,6000000.0,4.0,0.0,1525.0,1525.0,2,"Lorry plot ,2 car parking. Hospitals schools are near. Kims hospital is near",3.500918273645546,3934.4262295081967,1713836.0655737706,3050.0,1.0,Medium,anayara
"3 Bedroom House for sale in Vattiyoorkavu, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vattiyoorkavu-trivandrum-1400-sq-ft-spid-M75604111,5700000.0,3.0,0.5634774899189361,1350.0,1400.0,89,Vattiyoorkavu moonamoodu haritha lane 3 cent 3 bedroom attached house for sale. Just 150 mtrs from bus station. Corporation limit. Those who are willing to see the property please make a call.,3.2139577594123048,4071.4285714285716,1773514.2857142857,2750.0,0.9642857142857143,Medium,vattiyoorkavu
"4 Bedroom House for sale in Pothencode, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-pothencode-trivandrum-5-sq-ft-spid-R75603493,6500000.0,4.0,0.5828806783212848,1750.0,1960.0,71,"4bhk house from sobha developers in kattaikonam, vazhavilla, (Aiswarya gardens) for further information Contact :()",4.499540863177226,3316.326530612245,1444591.836734694,3710.0,0.8928571428571429,Medium,pothencode
"3 Bedroom House for sale in Sreekariyam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sreekariyam-trivandrum-3300-sq-ft-spid-M75598085,12000000.0,3.0,0.4945565097678112,1742.0,1742.0,80,"Were selling a nearly new, high-Quality home in trivandrum. It was built by a well-Known construction company with top-Notch materials for our own use. However, weve moved to europe for work and are now looking to sell it.",3.9990817263544534,6888.633754305396,3000688.863375431,3484.0,1.0,Medium,sreekariyam
"4 Bedroom House for sale in Kattakkada, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kattakkada-trivandrum-2400-sq-ft-spid-J75564243,3500000.0,4.0,4.520753111696084,1960.0,1960.0,31,Vetrified flooring private well with motor separate outside kitchen close to christian college muthiyavilla rc church 2kms to katt kada busstand bus stop near house Good road.,4.499540863177226,1785.7142857142858,777857.142857143,3920.0,1.0,Medium,kattakkada
"4 Bedroom House for sale in Chanthavila, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-chanthavila-trivandrum-2200-sq-ft-spid-P75517313,8800000.0,4.0,0.4787010944224333,2200.0,2831.0,8,"Newly built house (1 year old) is for sale near to kaataikonam. 6.5 cent 2200 sqft + 350 sqft pool area 4 bedroom 4 attached bathroom Open kitchen with work area Open sitout with small pool area Open terrace 7 km to technopark 6.5 km to sreekariyam Accessible through sreekaryam and bypass From bypass road 500m From sreekaryam road 300m Selling for relocation to hyderabad Expected price is 8800000, negotiable Trivandrum corporation limit Villa area",6.499081726354453,3108.4422465559874,1354037.442599788,5031.0,0.7771105616389968,Medium,chanthavila
"3 Bedroom House for sale in Ooruttambalam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-ooruttambalam-trivandrum-1200-sq-ft-spid-K75451473,3000000.0,3.0,7.768398550340361,1200.0,1742.0,57,Access major town with in 12km,3.9990817263544534,1722.158438576349,750172.2158438577,2942.0,0.6888633754305397,Medium,ooruttambalam
"2 Bedroom House for sale in Sreekariyam, Trivandrum",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sreekariyam-trivandrum-1250-sq-ft-r1-spid-H67017270,5700000.0,2.0,0.5331180354084611,1250.0,1300.0,80,"Ready to move semi furnished 2bhk near cet With compound wall and gate.High residential area Hardly 500m to cet,1 km to sreekaryam junction and 4 km to technopark.",2.9843893480257115,4384.615384615385,1909938.4615384615,2550.0,0.9615384615384616,Small,sreekariyam
"2 Bedroom House for sale in Kazhakuttam, Trivandrum",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-kazhakuttam-trivandrum-4792-sq-ft-spid-S75449477,9500000.0,2.0,3.2449188970910523,700.0,4791.0,32,"For sale: Charming 2 bhk house in kazhakuttom, near menamkulam overbridge",10.99862258953168,1982.8845752452514,863744.5209768317,5491.0,0.14610728449175536,Small,kazhakkoottam
"4 Bedroom House for sale in Kariavattom, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kariavattom-trivandrum-2200-sq-ft-r1-spid-Q73167249,9800000.0,4.0,0.0,2178.0,2178.0,25,"6kms from technopark,4 kms from kazhakuttam junction. Easy accessible to supermarkets and schools. Closed community. Smart home integrated. Luxury interiors and abundant parking",5.0,4499.540863177227,1960000.0,4356.0,1.0,Medium,karyavattom
"3 Bedroom House for sale in Pottayil, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-pottayil-trivandrum-1100-sq-ft-spid-B75404755,3700000.0,3.0,5.745430714181905,1100.0,1742.0,72,"1100 sq feet, 4 cents 3 attached bedroom ( 2 on ground floor + 1 first floor) Truss work done at first floor open terrace and car porch area. Good quality paint work done recently Quality cupboard racks done in kitchen and work area. Wide roads access Hardly a kilometer from vilavoorkal grahma panchayat office. 4.5 km from thirumala junction. 35 lakhs Contact :",3.9990817263544534,2123.995407577497,925212.3995407578,2842.0,0.6314580941446614,Medium,pottayil
"4 Bedroom House for sale in Karyavattom, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-karyavattom-trivandrum-2000-sq-ft-spid-W75323081,9800000.0,4.0,0.3210026397288729,2150.0,2722.0,28,"Newly build house, red brick 6.250cent 2150 sqft 4 bhk full attached, 2 car parking area, 2 bedrooms available in ground floor, neigbours here, waste pickup facilities, 3.500 km from technopark phase 1 Asking 98 lakh, price negotiable Residential area",6.248852157943067,3600.293901542983,1568288.0235121234,4872.0,0.789860396767083,Medium,karyavattom
"2 Bedroom House for sale in Kalliyoor, Trivandrum",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-kalliyoor-trivandrum-900-sq-ft-spid-A75212477,3300000.0,2.0,2.951857708729235,900.0,2178.0,20,Newly constructed house and 5 cent property,5.0,1515.1515151515152,660000.0,3078.0,0.4132231404958678,Small,kalliyoor
"3 Bedroom House for sale in Manacaud, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-manacaud-trivandrum-1800-sq-ft-spid-V75119575,12500000.0,3.0,0.3123301617654077,1800.0,2069.0,81,2200 sqft newly constructed house in 4.75 cents with all the amenities for sale in a good locality.,4.749770431588614,6041.565973900435,2631706.1382310293,3869.0,0.8699855002416627,Medium,manacaud
"3 Bedroom House for sale in Kanaka Nagar, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kanaka-nagar-trivandrum-1960-sq-ft-r1-spid-J72835887,4500000.0,3.0,0.3759676253415047,1050.0,1960.0,42,"Place , malayinkeezhu -Cheenivila near christnagar school 4cent 3bhk 1050sqft Villa project,loan available",4.499540863177226,2295.918367346939,1000102.0408163266,3010.0,0.5357142857142857,Medium,kanaka nagar
"3 Bedroom House for sale in Pothencode, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-pothencode-trivandrum-1100-sq-ft-spid-K75028073,4100000.0,3.0,9.725166237066814,1100.0,2613.0,71,"6 cent land, panchayath tar road frontage, 2 car parking. Tiled courtyard. Non-Flood affected area. Well water with motor. Excellent neighborhood. Most of the school bus access.",5.9986225895316805,1569.0776884806735,683490.2411021814,3713.0,0.42097206276310756,Medium,pothencode
"3 Bedroom House for sale in Vattiyoorkavu, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-hamnet-coconut-valley-vattiyoorkavu-trivandrum-1880-sq-ft-r11-spid-I33192497,8000000.0,3.0,3.3755687980117344,1880.0,2831.0,89,"Hamnet coconut valley offers you tasteful independent villas designed to perfection. Spread over 2.13 acres near vattiyoorkavu, The coconut valley is just 5kms from thiruvananthapuram city. For more details visit",6.499081726354453,2825.8565877781703,1230943.129636171,4711.0,0.6640762981278701,Medium,vattiyoorkavu
"3 Bedroom House for sale in Kulathoor, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kulathoor-trivandrum-1525-sq-ft-spid-S74156009,7000000.0,3.0,6.926629962183466,1524.0,1524.0,39,1600 sq ft 3 bhk house behind infosys. Very calm residential area,3.49862258953168,4593.175853018372,2000787.4015748033,3048.0,1.0,Medium,kulathoor
"3 Bedroom House for sale in Karamana, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-karamana-trivandrum-1228-sq-ft-r19-spid-A26916787,5500000.0,3.0,6.313234264234948,1228.0,1306.0,24,"Interested to sell independent house/villa.Placed at karamana.It has spacious 3 bedrooms and 2 bathrooms. .1228 sq.Ft.(Builtup area) , 3 cents(Plot area) is the area of the propertywant to sell it for 55 lac.It is a 5 to 10 years old construction",2.998163452708907,4211.332312404288,1834456.3552833078,2534.0,0.9402756508422665,Medium,karamana
"3 Bedroom House for sale in Pothencode, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-pothencode-trivandrum-1450-sq-ft-r1-spid-Q68915924,4600000.0,3.0,0.5831998008038047,1450.0,1600.0,71,The property is about 150 m from main road and all facilities are nearby,3.6730945821854912,2875.0,1252350.0,3050.0,0.90625,Medium,pothencode
"3 Bedroom House for sale in Kovalam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kovalam-trivandrum-1450-sq-ft-r1-spid-I72108386,6400000.0,3.0,0.5404355558087975,1450.0,2177.0,37,Ready to move 3 & 4 bhk affordable villas in a gated community near kovalam bypass price starting from 59 lakh.,4.997704315886134,2939.825447864033,1280587.9650895728,3627.0,0.666054203031695,Medium,kovalam
"4 Bedroom House for sale in Vattiyoorkavu, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vattiyoorkavu-trivandrum-1600-sq-ft-spid-W70213670,7900000.0,4.0,0.537096552701269,1524.0,1524.0,89,"House for sale in vattiyoorkavu, trivandrum. 3.5 plus cents 1600 sqft plus work area, Vvip neighborhoods Near guru gopinath nadana gramam dance museum, High quality construction, Teak wood staircase, tv unit, dining wash area and kitchen cabinets, 4 bedrooms, 3 attached, 2 living rooms, Dining room, Kitchen, work area, Balcony, sit-Out area, Two parking lots etc.",3.49862258953168,5183.727034120735,2258031.4960629926,3048.0,1.0,Medium,vattiyoorkavu
"4 Bedroom House for sale in Peroorkada, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-peroorkada-trivandrum-2100-sq-ft-spid-E70126772,9000000.0,4.0,0.4373335800798516,2100.0,2504.0,66,"Located at krishna nagar Area : 5.75 cents 2100 sqft 2 car parking space 4 bedrooms(Attached) 2 kitchens, 2 work areas Constructed with red bricks Front door : Teak wood Peroorkada : 1 km Kudappanakunnu collectorate : 1 km St thomas school : 2.5 km Price : 90lakhs",5.748393021120293,3594.2492012779553,1565654.9520766775,4604.0,0.8386581469648562,Medium,peroorkada
"3 Bedroom House for sale in Vellayani, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vellayani-trivandrum-2000-sq-ft-spid-U70120622,5500000.0,3.0,0.5397332881397658,2000.0,2178.0,92,"3 bedroom house at vellayani. 3 bedroom hall kitchen. 3 toilets. 3 car parking space. Plot area 5.5 cents. Area 1800 sq feet. Furnishing include 2 inverter ac, heater, water purifier. Furnished master bedroom. Branded materials used. All purchase bills will be provided.",5.0,2525.252525252525,1100000.0,4178.0,0.9182736455463728,Medium,vellayani
"3 Bedroom House for sale in Vazhayila, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vazhayila-trivandrum-2400-sq-ft-spid-E68647990,7500000.0,3.0,0.3771421751695628,1050.0,2400.0,90,"Full red brick construction, not constructed by any builder, high quality plumbing and electrical fittings. Internal drainage system with multiple soak pits. Brokers excuse",5.509641873278237,3125.0,1361250.0,3450.0,0.4375,Medium,vazhayila
